Subject Class,Chemical Group,ISRP Name,Newly Added,ISRP CompoundID,EPA Congener Number,Molecular Formula,MeO Pattern,Chlorine Pattern,Hydroxyl Pattern,Sulfate Pattern,MolFilePath,SDFilePath,CAS Registry Number SubjectScheme,CAS Registry Number SubjectSchemeURI,CAS Registry Number,CAS Registry Number TermURI,DSSTox Substance ID SubjectScheme,DSSTox Substance ID,DSSTox SubstanceID TermURI,InChIKey SubjectScheme,InChIKey SchemeURI,InChI Key,InChIKey TermURI,IUPAC SubjectScheme,IUPAC Name SchemeURI,IUPAC Name,PubChem CID SubjectScheme,PubChem CID SubjectSchemeURI,PubChem CID,PubChem CID TermURI,Canonical SMILES SubjectScheme,Canonical SMILES SchemeURI,Canonical SMILES
ChemicalSubstances,Polychlorinated biphenyls,PCB 67,No,,67,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,73575-53-8,https://commonchemistry.cas.org/detail?cas_rn=73575-53-8,DSSTox Substance ID,DTXSID0074215,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0074215,InChIKey,https://registry.identifiers.org/registry/inchikey,LQEGJNOKOZHBBZ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/LQEGJNOKOZHBBZ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',4,5-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,91717.0,https://pubchem.ncbi.nlm.nih.gov/compound/91717,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC(=C1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 68,No,,68,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,73575-52-7,https://commonchemistry.cas.org/detail?cas_rn=73575-52-7,DSSTox Substance ID,DTXSID5074214,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID5074214,InChIKey,https://registry.identifiers.org/registry/inchikey,KTTXLLZIBIDUCR-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/KTTXLLZIBIDUCR-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',4,5'-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,51821.0,https://pubchem.ncbi.nlm.nih.gov/compound/51821,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 69,No,,69,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,60233-24-1,https://commonchemistry.cas.org/detail?cas_rn=60233-24-1,DSSTox Substance ID,DTXSID4074192,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID4074192,InChIKey,https://registry.identifiers.org/registry/inchikey,CKUBKYSLNCKBOI-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/CKUBKYSLNCKBOI-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',4,6-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,91674.0,https://pubchem.ncbi.nlm.nih.gov/compound/91674,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC(=C1)Cl)C2=C(C=C(C=C2Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 70,No,,70,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,32598-11-1,https://commonchemistry.cas.org/detail?cas_rn=32598-11-1,DSSTox Substance ID,DTXSID3038309,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID3038309,InChIKey,https://registry.identifiers.org/registry/inchikey,KENZYIHFBRWMOD-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/KENZYIHFBRWMOD-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',4',5-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,36186.0,https://pubchem.ncbi.nlm.nih.gov/compound/36186,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1C2=C(C=CC(=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 71,No,,71,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,41464-46-4,https://commonchemistry.cas.org/detail?cas_rn=41464-46-4,DSSTox Substance ID,DTXSID8074154,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID8074154,InChIKey,https://registry.identifiers.org/registry/inchikey,WYVBETQIUHPLFO-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/WYVBETQIUHPLFO-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',4',6-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38880.0,https://pubchem.ncbi.nlm.nih.gov/compound/38880,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 72,No,,72,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,41464-42-0,https://commonchemistry.cas.org/detail?cas_rn=41464-42-0,DSSTox Substance ID,DTXSID8074152,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID8074152,InChIKey,https://registry.identifiers.org/registry/inchikey,WBTMFEPLVQOWFI-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/WBTMFEPLVQOWFI-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',5,5'-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38878.0,https://pubchem.ncbi.nlm.nih.gov/compound/38878,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)C2=CC(=CC(=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 73,No,,73,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,74338-23-1,https://commonchemistry.cas.org/detail?cas_rn=74338-23-1,DSSTox Substance ID,DTXSID9074220,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9074220,InChIKey,https://registry.identifiers.org/registry/inchikey,HDULUCZRGGWTMZ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/HDULUCZRGGWTMZ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',5',6-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63100.0,https://pubchem.ncbi.nlm.nih.gov/compound/63100,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 74,No,,74,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,32690-93-0,https://commonchemistry.cas.org/detail?cas_rn=32690-93-0,DSSTox Substance ID,DTXSID8073473,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID8073473,InChIKey,https://registry.identifiers.org/registry/inchikey,TULCXSBAPHCWCF-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/TULCXSBAPHCWCF-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,4,4',5-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,36218.0,https://pubchem.ncbi.nlm.nih.gov/compound/36218,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 75,No,,75,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,32598-12-2,https://commonchemistry.cas.org/detail?cas_rn=32598-12-2,DSSTox Substance ID,DTXSID5074133,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID5074133,InChIKey,https://registry.identifiers.org/registry/inchikey,RZFZBHKDGHISSH-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/RZFZBHKDGHISSH-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,4,4',6-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63107.0,https://pubchem.ncbi.nlm.nih.gov/compound/63107,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 76,No,,76,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,70362-48-0,https://commonchemistry.cas.org/detail?cas_rn=70362-48-0,DSSTox Substance ID,DTXSID60867919,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID60867919,InChIKey,https://registry.identifiers.org/registry/inchikey,QILUYCYPNYWMIL-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/QILUYCYPNYWMIL-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3',4',5'-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,51042.0,https://pubchem.ncbi.nlm.nih.gov/compound/51042,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C(=C1)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 77,No,,77,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,32598-13-3,https://commonchemistry.cas.org/detail?cas_rn=32598-13-3,DSSTox Substance ID,DTXSID5022514,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID5022514,InChIKey,https://registry.identifiers.org/registry/inchikey,UQMGJOKDKOLIDP-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/UQMGJOKDKOLIDP-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"3,3',4,4'-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,36187.0,https://pubchem.ncbi.nlm.nih.gov/compound/36187,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 78,No,,78,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,70362-49-1,https://commonchemistry.cas.org/detail?cas_rn=70362-49-1,DSSTox Substance ID,DTXSID1074208,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID1074208,InChIKey,https://registry.identifiers.org/registry/inchikey,SXFLURRQRFKBNN-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/SXFLURRQRFKBNN-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"3,3',4,5-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63101.0,https://pubchem.ncbi.nlm.nih.gov/compound/63101,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC(=C1)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 79,No,,79,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,41464-48-6,https://commonchemistry.cas.org/detail?cas_rn=41464-48-6,DSSTox Substance ID,DTXSID3074155,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID3074155,InChIKey,https://registry.identifiers.org/registry/inchikey,QLCTXEMDCZGPCG-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/QLCTXEMDCZGPCG-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"3,3',4,5'-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63104.0,https://pubchem.ncbi.nlm.nih.gov/compound/63104,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1C2=CC(=CC(=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 80,No,,80,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,33284-52-5,https://commonchemistry.cas.org/detail?cas_rn=33284-52-5,DSSTox Substance ID,DTXSID4058657,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID4058657,InChIKey,https://registry.identifiers.org/registry/inchikey,UTMWFJSRHLYRPY-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/UTMWFJSRHLYRPY-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"3,3',5,5'-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,36400.0,https://pubchem.ncbi.nlm.nih.gov/compound/36400,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 81,No,,81,C12H6Cl4,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,70362-50-4,https://commonchemistry.cas.org/detail?cas_rn=70362-50-4,DSSTox Substance ID,DTXSID6074209,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6074209,InChIKey,https://registry.identifiers.org/registry/inchikey,BHWVLZJTVIYLIV-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/BHWVLZJTVIYLIV-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"3,4,4',5-Tetrachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,51043.0,https://pubchem.ncbi.nlm.nih.gov/compound/51043,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=CC=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 82,No,,82,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,52663-62-4,https://commonchemistry.cas.org/detail?cas_rn=52663-62-4,DSSTox Substance ID,DTXSID60274189,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID60274189,InChIKey,https://registry.identifiers.org/registry/inchikey,AUGNBQPSMWGAJE-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/AUGNBQPSMWGAJE-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',4-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40470.0,https://pubchem.ncbi.nlm.nih.gov/compound/40470,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 83,No,,83,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,60145-20-2,https://commonchemistry.cas.org/detail?cas_rn=60145-20-2,DSSTox Substance ID,DTXSID0074188,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0074188,InChIKey,https://registry.identifiers.org/registry/inchikey,SUBRHHYLRGOTHL-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/SUBRHHYLRGOTHL-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',5-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63093.0,https://pubchem.ncbi.nlm.nih.gov/compound/63093,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 84,No,,84,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,52663-60-2,https://commonchemistry.cas.org/detail?cas_rn=52663-60-2,DSSTox Substance ID,DTXSID0073536,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0073536,InChIKey,https://registry.identifiers.org/registry/inchikey,QVWUJLANSDKRAH-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/QVWUJLANSDKRAH-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',6-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40468.0,https://pubchem.ncbi.nlm.nih.gov/compound/40468,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 85,No,,85,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,65510-45-4,https://commonchemistry.cas.org/detail?cas_rn=65510-45-4,DSSTox Substance ID,DTXSID9073599,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9073599,InChIKey,https://registry.identifiers.org/registry/inchikey,LACXVZHAJMVESG-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/LACXVZHAJMVESG-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,4'-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,47651.0,https://pubchem.ncbi.nlm.nih.gov/compound/47651,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 86,No,,86,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,55312-69-1,https://commonchemistry.cas.org/detail?cas_rn=55312-69-1,DSSTox Substance ID,DTXSID1074179,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID1074179,InChIKey,https://registry.identifiers.org/registry/inchikey,AIURIRUDHVDRFQ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/AIURIRUDHVDRFQ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,5-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,41404.0,https://pubchem.ncbi.nlm.nih.gov/compound/41404,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C(=C1)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 87,No,,87,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38380-02-8,https://commonchemistry.cas.org/detail?cas_rn=38380-02-8,DSSTox Substance ID,DTXSID6073497,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6073497,InChIKey,https://registry.identifiers.org/registry/inchikey,OPKYDBFRKPQCBS-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/OPKYDBFRKPQCBS-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,5'-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38014.0,https://pubchem.ncbi.nlm.nih.gov/compound/38014,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 88,No,,88,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,55215-17-3,https://commonchemistry.cas.org/detail?cas_rn=55215-17-3,DSSTox Substance ID,DTXSID6074178,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6074178,InChIKey,https://registry.identifiers.org/registry/inchikey,QGDKRLQRLFUJPP-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/QGDKRLQRLFUJPP-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,6-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,41362.0,https://pubchem.ncbi.nlm.nih.gov/compound/41362,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C(=C1)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 89,No,,89,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,73575-57-2,https://commonchemistry.cas.org/detail?cas_rn=73575-57-2,DSSTox Substance ID,DTXSID0074219,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0074219,InChIKey,https://registry.identifiers.org/registry/inchikey,GLOOIONSKMZYQZ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/GLOOIONSKMZYQZ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,6'-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,51822.0,https://pubchem.ncbi.nlm.nih.gov/compound/51822,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 90,No,,90,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,68194-07-0,https://commonchemistry.cas.org/detail?cas_rn=68194-07-0,DSSTox Substance ID,DTXSID4074196,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID4074196,InChIKey,https://registry.identifiers.org/registry/inchikey,SUOAMBOBSWRMNQ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/SUOAMBOBSWRMNQ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4',5-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,50100.0,https://pubchem.ncbi.nlm.nih.gov/compound/50100,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 91,No,,91,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,68194-05-8,https://commonchemistry.cas.org/detail?cas_rn=68194-05-8,DSSTox Substance ID,DTXSID1073608,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID1073608,InChIKey,https://registry.identifiers.org/registry/inchikey,CXKIGWXPPVZSQK-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/CXKIGWXPPVZSQK-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4',6-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,50099.0,https://pubchem.ncbi.nlm.nih.gov/compound/50099,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 92,No,,92,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,52663-61-3,https://commonchemistry.cas.org/detail?cas_rn=52663-61-3,DSSTox Substance ID,DTXSID5073537,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID5073537,InChIKey,https://registry.identifiers.org/registry/inchikey,CRCBRZBVCDKPGA-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/CRCBRZBVCDKPGA-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,5,5'-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40469.0,https://pubchem.ncbi.nlm.nih.gov/compound/40469,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 93,No,,93,C12H5Cl5,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,73575-56-1,https://commonchemistry.cas.org/detail?cas_rn=73575-56-1,DSSTox Substance ID,DTXSID5074218,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID5074218,InChIKey,https://registry.identifiers.org/registry/inchikey,BMXRLHMJGHJGLR-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/BMXRLHMJGHJGLR-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,5,6-Pentachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63084.0,https://pubchem.ncbi.nlm.nih.gov/compound/63084,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C(=C1)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
